Id,content,Label
418,ماشاء الله شاب رزين وكلامو موزون الله يبارك جزاءري وافحل,Happiness
419,ثقافة مختلفة تماما لباس او اكل او موسئقي لهذا لا نتشابه في حزاير راها قارة يعني وحدتنا فئ حزائر لااكن اهتلاف ثقافات فئ بلادنا هو ما جعل بلاد متنوعة ثقافة ❤نحب نموت بلاظي ثاني علي تونس من حمامات لصفاقص و سوسة و چرپة بطاح قابس و باجة تونس عاصمة زرتها كامل مشڤتش ائ شي في تونس تخس انك من پلاد ڜقئقة تحس انك فئ بلادك ثانية ❤ تونس و جزاير ربي يخلينا لبعض,Happiness
420,مشاء الله نور على نور مربي صريح وليد بلادى حتى المغربي و التونسية كانو في المستوى الله يبارك,Happiness
421,اول مره نشوف مغربي متربي ما شاء الله على اخلاقك,Happiness
422,الله يبارك خويا تهدر مشاء الله وربي يحفظك ان شاء الله,Happiness
423,بسم الله ما شاء الله قناة رائعة و صاحبها أروع من حيث الظرافة او التربية حفظك الرحمن بحفظه بالتوفيق إن شاء الله 👍🏻👌🏻,Happiness
424,الله يعطيك الصحة يا ولدي تحيا الجزاءر,Happiness
425,هذا الدزيري حر وصريح 😂 الله يعطيك الصحه والعافيه خويا ما شاء الله عليك هذو هما اولاد الجزائر هذو هما الرجال 💪 تحيا اولاد بلادي الله يسترهم من العين والحسد الحاسدين والحاقدين ؟؟ يكفينا شرهم وشر اعمالهم وامثالهم يارب وتحيا حنا ❤❤❤ جزائريه وافتخر ببلدي الجزائر الحبيبة ديما تاج فوق راسنا وبشهداءنا الابرار الاحرار رحمهم الله وأسكنهم جنة الفردوس الأعلى One two three viva l'Algérie 🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,Happiness
426,في الجزائر كل ولاية عندها عادات و تقاليد في اللباس الأكل الزواج كل شيء ربي يحفظ جميع أولاد و بنات المغرب العربي,Happiness
427,أحسن حاجة في الفيديو هو صاحب القناة الله يبارك فيك راجل بمعنى الكلمة ربي يحفظك ويكثر من امثالك وتحية لكل المغاربة الاحرار,Happiness
428,أول مرة انشوف قناتك عجبتني التربية ومغربي حر الله يبارك ربي يحفظكم خاوتنا لمغاربة,Happiness
429,كلامو صحيح ماشي كفكف الالعقلية بين الجزائر وتونس,Happiness
430,الله يبارك فيك انسان خلوق,Happiness
431,الجزائر قارة يا اخي تعدد اللهجات و الاكلات و اللباس الخ,Happiness
432,عندو الحق رحت التونس وشفت كلشي صحيح والجزاءرية في تونس تاخد راحتها فاللباس بصح كي تلحق للحدود الجزائرية تتبدل اللبسا 90درجة,Happiness
"433,""كلامه صحيح،لأنهم سرقوا كل شيء من بلدان الجوار،من فن وتقافة وتراث،إذا دهبتم إلى الشرق الشمالي الجزائري سوف تجدون اللهجة التونسية والأكل واللباس والتقاليد تونسية وإذا دهبتم إلى الجنوب الشرقي الجزائري فسوف تجدون اللهجة الليبية والأكل ليبي واللباس ليبي وحتى التقاليد والعادات ليبية ونفس الشيء في الغرب الجزائري كل شيء مغربي،الأكل واللباس واللهجة التقافة كل شيء مغربي وحتى الغناء والطقوس مغربية،الشيء الوحيد الذي ورثوه من أمهم فرنسا هو اللغة الفرنسية"",Happiness"
434,انا جزائرية وكنت مانحبش المغاربة غير ايوب ورضا وادريس مي كي شفت هدا المتربي الله يبارك وليت نحب المغاربة ومن دوكا حانولي نتبعك دايما,Happiness
435,السلام عليكم ورحمة الله وبركاته يا أخي بارك الله فيك ممكن كم من رجل يرى صور تلك المرأة المتبرجة و يفتن إمحها بارك الله فيك لعله تكون لك سيئة جارية كل مرة رجل يراها ... الله يوفقك يا أخي🎀,Happiness
436,صاخب القتلة متربي الله يبارك عليه ❤,Happiness
437,هذا المغربي مول القناة ما شاء الله عليه يرحم الي ربوه تحياتي من الجزائر,Happiness
438,الشعب الجزائري و التونسي والمغربي لهم ميزات غير عادية الله يبارك علينا ويحفظنا من العين,Happiness
439,لكم منى الف تحية ومليون سلام ياصاحب القناة إن شاء الله يكونوا كيفك اخواننا المغاربة احنا من زمان إخوة,Happiness
440,بارك ألله فيك بالتوفيق إبني❤الجزائر 🇩🇿,Happiness
441,ما شاء الله هذا الشاب المغربي طيب وخلوق الله ابارك,Happiness
442,كيفكم انتم دزيريا اامڨملين كلكم جبورا حشا لي ميستهلش,Happiness
443,الله يبارك على ولدنا😂😂,Happiness
444,شكرا لك على هاذ الفيديو فالقيمة وبالتوفيق,Happiness
445,بسم الله...اول مرة أرى شاب صاحب القنات متربي ما شاء الله اتمنا ان يكون اخوانا المغاربة ان يكونوا مثلك . ساتبعك من الجزاير سلامي الحار لك و اذا كانوا أمثالك فلهم الف سلام ..تحياتي ..ابن الشهيد القلم المسموم الجزايرى..❤,Happiness
446,الله يبارك عليك خويا عندك الزين يهبل ❤,Happiness
447,انا نقلك اللحية هيا لافرق بين التونسي والجزاير,Happiness
448,احلى لايك من جزايرية بالتوفيق,Happiness
"449,""انت شخص طيب، ماشاء الله خويا تستاهل كل الدعم والتشجيع، بالتوفيق 😊❤من الجزائر"",Happiness"
450,انا مرا وندير الساكوشة وندخلها لداخل كي نخرج من الجزائر اختي نخاف على الباسبور,Happiness
451,ملا علاش هاربين لتونس 😂😂😂تكذب راهي 🤣🤣🤣,Happiness
452,ما شاء الله تبارك الله,Happiness
453,محلاه بازولك حلو برشا بالتونسي❤,Happiness
454,وين,Happiness
455,وين,Happiness
456,لي يشحد مصاري أشرف منك ومن اللباس ألي أنتي لبساه حسب ضني,Happiness
457,انو اوروبا و اني امريكا و اني تونس... تعيش لوطنيه لعندك اختي لعزيزه كل وحد عندو لوطنيه كيفك بش يقول بلادو احسن مليوم مره من الكرة لارضيه 😅ربي يحميكم خوتنا السورين و يحفض سوريا نحبكم برشا ❤❤,Happiness
458,تونس ترحب بجميع السوريين الأوضاعهم طيبة و المحتاجين .. إلي مرت بيه سوريا من حروب و أزمات ماهوش شوي .. أحنا التوانسا نقدر الضروف و نساندو جميع أخوتنا من كل البلدان الإسلامية و هذا واجبنا.. الحمد لله الآن سوريا في وضع جديد و متفائلين انو سوريا ترجع أحسن من قبل .. بالتوفيق,Happiness
"459,""اعلام المجاري مايحيب كان حثالة المجتمع ، خسارتك ياتونس"",Happiness"
460,ما شاء الله متابع من الجزائر ❤,Happiness
461,ما شاء الله❤,Happiness
462,ماشاء الله الله يبارك,Happiness
463,بسم الله وما شاء الله,Happiness
464,وين,Happiness
465,نتامتربي كيماهاك مشي تونس لكل جبري ❤حيوان❤,Happiness
466,كنت فيها ما شاء الله .,Happiness
467,ربي يحفظ تونس بلد وشعب شعبها مضياف الله يبارك جيت العام الي فات ناس ماشاء الله من الجارة الجزائر 🇩🇿🇩🇿🇩🇿🇩🇿 الشكر والعرفان الي الشعب التونسي 🇹🇳🇹🇳🇹🇳 حفظكم الله وسدد خطاكم,Happiness
"468,""كيف تقرن إعفاء الشعب من شراء الأضحية و افطار رمضان ، اول حاجة هو لم يلغي شعائر العيد بل أعفى شعبه من الأضحية هدا العام للظروف الجوية وعدم توفير العدد الكافي من الأضحيات لكافة الشعب ، والشعب فرحان وهيروح يصلي ويحتفل بعيد الاضحى عادي جدا ، مرة ثانية خليك في بلدك وملكش دعوة بالحجات دي"",Happiness"
"469,""سيب تونس و بورقيبة يعيشك ،و ما تنساش المفتي متاع الازهر حلل على الهواء لعب promosport يعني افتى في القمار بدون سبب .."",Happiness"
470,هاد وين في تونس,Happiness
471,طفتر بخل كيفك كبير في عمرك تفطر مكش حاجم من روحك و دز في بدنك فيق على وضعك ياراجل,Happiness
472,مبروك مبروك رجال و نص ترتد,Happiness
473,تونس يمكن مراضعين مع ابو لهب..عيطو لسفير ديالنا اخوي من.ديك البلاد وقطعو العلاقات..راهم ايهود فلباس عرب,Happiness
474,لا يمثلون تونس ودليل انو لي يذكر فيهم بتوبة تونسي الله يبارك فيه,Happiness
475,يا خاوتي انا عايشة في تونس و الله يصومو كي احنا و صلاة التراويخ نسا و رجال و حتى صغار التهجد و النسا موجودين حتى صلاة الجمعة نسا و بنات و رجال ما شاء الله عليهم الي يفطر رمضان موجود في كل دولة لكن كاين لي متخبي و كاين لي يجهر و ربي موجود على الكل اتقو الله في انفسكم,Happiness
"476,""و بعدين ؟ أحنا في تونس ماناش مجتمع قبيلة كيفكم ، فمّا الّي يصوم و فما الي مايصومش بلاش نفاق مجتمعي كيف لي عندكم في دولكم. فينا المسلم و فينا غير المسلم و عندنا حرّية الضمير منصوص علاها في دستورنا. انا شخصيا لست مسلم و أفطر رمضان لانه لا يعني لي شيء، اصدقائي مسلمين يصوموا عادي و عايشين مع بعضنا بالباهي. في تونس تحب تصوم انت حر ، تحب تفطر انت حر و الكلها مجبورة بإحترام غيرها حسب القانون و دستورنا المدني."",Happiness"
477,قولو لهم برافو عليك لاتصومو احسن والي صام ماشي راجل خلوهم تاكلهم النار يستاهلو مالهم صغار او جاهلين او قاصرين كل واحد قد الحمار يستاهلون جهنم اقول لكم فطرو الصوم يتعبكم 😏😏😏,Happiness
478,انا نفطر رمضان و أنا حر و أفتخر انني في تونس لأن بلد يحترم بقية معتقدات ...أنا ملحد تفرض عليا الصيام مو لباس ؟ انت صيم علي روحك و انا نفطر و حر ...إحترم معتقدات أخري تحترم ...,Happiness
479,برافو عليك يا حر بارك الله فيك,Happiness
480,تونس تشبه برشا لليونان,Happiness
481,ما شاء الله على تونس وخيرات تونس انت بتذكرني باماكن واوقات كانت كتير حلوة عشتها بتونس شارع الحبيب بورقيبة والمارشي سنترال والسوق العربي كل هالاماكن زرتها قبل الكورونا شكراً الك,Happiness
482,إسمها الجمعية التونسية للسياحة موش للسيّارات,Happiness
483,روحك خفيفة وعفوية لذلك نجحت بالتوفيق,Happiness
484,ويثبت التونسي دائما انه ملك الللباقة تبارك الله على حذاقتنا و تربيتنا و كلامنا الحلو ان شاء الله رمضانك مبروك انت وكل متابعينك,Happiness
"485,""في الدنيا نحسك حاجة أخرى ،حشام مع التونسيات"",Happiness"
486,رمضانك مبروك وربي معاك,Happiness
487,والله احسن برشا من المسلسلات بالتوفيق my freind,Happiness
488,ياحمى رمضان مبروك ماي فراد,Happiness
489,رمظانك مبروك شكرا على المحتوى الراقي,Happiness
490,عجبتني هاو بومعيزة ههه إن شاء الله رمضانكم مبروك,Happiness
491,رمضانك مبروك محمد اللي قلت عليه العلوش والهبرة 34 هاذيكا نقطة بيع متع شركة اللحوم,Happiness
492,Hello hello رمضانكم مبروك,Happiness
493,نشالله رمضانك مبروك 🎉❤,Happiness
494,ياسر متربي الله يبارك خويا لعزيز,Happiness
495,واصل خدم باهي ❤❤❤ورمضانكم مبروك❤❤,Happiness
496,رمضانكم مبروك,Happiness
497,تونس مزيانة وباهية برشا برشا تحياتي من الجزائر نحبوكم بزاااف بزاااف❤❤❤,Happiness
498,🇹🇳🇸🇦🌹🫶عيدكم مــبـارڪ🫶🌹🇸🇦🇹🇳 احفاد الصحابه المرابطين والموحدين قلوب الرجال وعزة الاسلام اخواننا بتونس الحبيبه اهلنا رجال الصمود والنخوة والشهامة 🫶🇹🇳🇸🇦🇹🇳🇸🇦🇹🇳🇸🇦🇹🇳🇸🇦🫶العزة للّٰه ثم رجال الاسلام والعروبه اهلنا اخواننا التوانسه ايه نعم اي وربّٰ الكعبه يشهداللّٰه انتم رجال الصمود وغيرة وحمية الاسلام يعيشكم تحيا تونس والجزائر وليبيا دمار لدول الكفر وعزة لنا وغزة والمسلمين🇸🇦🫶🫶حبكم بقلوبنا اللّٰه اكبر اللّٰه اكبر اللّٰه اكبر لااله الااللّٰه اللّٰه اكبر اللّٰه اكبر وللّٰه الحمد,Happiness
499,ما شاء الله تلك الحي أغلى من ميزانية الجزائر المنكوبة التي تعاني من الطوابير و الجوع و الاحياء المهمشة القصدرية الهشة 😮,Surprise
500,جمال ونظافة وأصالة ما شاء الله,Happiness
501,الله يبارك تونس تسخف ربي يحفظها ويحفظ عبادها,Happiness
502,تونس أحلا علم عندي ❤❤❤,Happiness
503,تونسيه و افتخر باهي ❤❤❤,Happiness
504,أنا تونسية تونس بلادي ياسر مزيانة❤,Happiness
505,يا جزائري..لماذا تذهب إلى كنيسة سيدي بوسعيد اصلا ..نحن التوانسة مسلمين كيفك..لا نريدك ان تزورها ..فاهم والا ماكش فاهم,Anger
506,نحب تونس برشا برشا,Happiness
507,ما شاء الله تبارك الرحمن عليكم ناس طيبين ملاسين انا من الجزائر يحبوني و دارو فيا الخير كل الاحترام والتقدير إليهم ❤❤❤رجالة صح,Happiness
508,سلام أشنحوالك لباس ننصحك إيجا إلى شربان وجرب كسكروة عمك علي هون أمام محطط اللواج,Happiness
509,جرب ملاوي حسونة صفاقس بنين ياسر,Happiness
510,صحة وبالشفاء بالتوفيق ولد بلادي كمل في النجاح الحمدلله❤,Happiness
511,جرب كسكروت food في مدينة باجة حاجة روعي ❤❤❤,Happiness
512,جرب الأنتيكا في المهدية والله حاجة عالمية,Happiness
513,الطحين كان جا عبد 😂😂😂الشعب التونسي,Happiness
514,🫶🇹🇳🌹🇩🇿🫶عيدكم مــبـارڪ🫶🇱🇾🌹🇸🇦🫶 تونس الفخر العزة والصمود للاسلام واخواننا اهلنا التوانسه والنعم واللّٰه الرجال الاخوان والأهل🫶🇹🇳🇸🇦🫶حفظكم اللّٰه يعيشكم اللّٰه اكبر اللّٰه اكبر اللّٰه اكبر لااله الااللّٰه اللّٰه اكبر اللّٰه اكبر وللّٰه الحمد,Happiness
515,ما شاء الله على بلادي ❤🇹🇳,Happiness
516,من مصر نحب تونس برشا ببرشا خييي ❤,Happiness
517,وين صفاقس ❤❤أنا صفاقسية😢,Happiness
518,حيا الله تونس الخضراء واهلها الطيبين نحبكم برشا برشا يامدللين اخوكم سامح من مصر,Happiness
519,نطقت صح مبروك❤😂,Happiness
520,نقطة كل شي صح أنا تونسي,Happiness
521,أنا من تونس ننصحك تجربة الهريس بنين برشا أما عندكم بش تكون حار❤❤❤,Happiness
522,ايعيشك,Happiness
523,لا برافو عليك جد انت اكثر واحد اتكلم على تونس سكرا❤❤ و الولايات صح🎉,Happiness
524,سبحان الله دولة كله لا تساوي ولاية وله اربع وعشرين ولاية ما شاء الله تحية من السودان 🇸🇩,Neutral
525,برافو عليك تونس 🇹🇳 الغالية,Neutral
526,وين المهدية😢,Sadness
527,تونس في الخريطة تجي كان جرد بوسة خالة 😂,Happiness
528,كلهم صح يا بطل فين جماعة تونس,Neutral
529,انا قبالي وقلبي امازيغي ماشي جزائري وعاشت جمهورية القبائل الامازيغية حرة مستقلة ظالمة ولا مظلومة ورايسها فرحات وعاصمتها تزي وزو والجزائر مغربية وفلسطين إسرائيلية وجمهورية القبائل امازيغية واحب التونسيات ماشي التونسيين,Anger
530,تطا وين القاره 1 هي مدنين القاهره 2,Neutral
531,صفاقس وين أنا من تونس,Neutral
532,باهي انا من تونس احسنت🎉🎉🎉❤❤,Happiness
533,انا تونسي والله باهي,Happiness
534,كلامك سليم ❤ في النطق ما شاء الله عليك 👍🌹,Neutral
535,أنا من تونس وما شاء الله عليك في نطقهم أحسن من التونسيين أصلا,Neutral
536,و الله اعشق تونس بحبكم برشا حبايبي 🇸🇩🤍🤍,Happiness
537,نطقك صح ما شاء الله 🎉🎉,Happiness
538,برافو عليك قريتهم صح🇹🇳🇹🇳👇🏻,Neutral
539,تحياتي من الجزائر الي تونس الشقيقة نحبوكم برشا برشا 🇩🇿♥🇹🇳,Happiness
540,لا يجوز للرجل لباس الأساور في اليدين أو العقود في الرقبة أو الأقراط في الأذنين تبعا للرسول صلى الله عليه و سلم 🤲🏻 .,Neutral
541,ما شاء الله على ولد بلادي أساطير ❤😍,Happiness
542,برافو قيس شقير وكامل الفريق👏 ضحكتونا وزهيتونا🤣 بالتوفيق إن شاء الله 🤲,Happiness
543,تمثيل ما شاء الله أخوكم من الجزائر,Neutral
"544,""هذا كوميديا و لا خلي، ملي بدا و انا نضحك، و الله ما ديتها فيكم يا توانسة ضحكوني،حتى صاحبي ماهر تونسي كي قالي عليه مامنتوش، تحفة و مبروك"",Happiness"
545,احلى سيتكوم شفتو وقتلني بالضحك هاذ العام ... مبروك من 🇩🇿,Happiness
546,أخراج واعر تمثيل محترف برافو عليكم خاوتنا توانسة تحيا كبيرة لكم وصحا رمضانكم 🇹🇳 ❤️ 🇩🇿,Happiness
547,من غير مسلسلت تونس في رمضان مدرنا والو,Disgust
548,أحلى تحية لأحلى توانسة خدمة شابة بزاف الله يبارك خوكم من الجزائر,Happiness
549,مبروك المبدع كريم الغربي مرة أخرى النجاح لهذا السيتكوم ضحكتني برشة,Happiness
550,مسلسل تونسي موش للتوانسة. ما ضحك حتى تونسي,Disgust
551,أنا كيفك,Neutral
552,بلطي الله يبارك,Neutral
553,ضحكت من قلبي ربي يخليكم,Happiness
"554,""يا حسرة على تونس و على برامجها و مسلسلاتها ، توا كان لمسوطة و قلة الاحترام."",Disgust"
555,ياخي موش طلعوه فيلم وتونس لكل تفرجت فيه,Disgust
556,بحكم جداتي تونسية نتفرج في التوانسة اما التونسة لي يتكلمو من ⭕ على الجزايريين نقلهم اتربو رانا كيفكيف تونسي و لا جزايري ماكانش فرق كبير في البهامة و قلة التربية . الكره زرعتو فرانسا القحبة في قلوبكم و مزالكم تبعو فيه,Disgust
557,مت من الضحك مبروك المسلسل جميل جدا متشوقة اشوف باقي الحلقات😂😂❤🇹🇳,Happiness
558,رمضانكم مبروك,Neutral
559,عاش النادي الصفاقسي,Happiness
560,انا انحب النادي الصفاقسي css,Happiness
561,الأفريقية دولة احسن فريق في تونس🎉,Happiness
562,النادي الافريقي و نجم الساحلي و الصفاقس و منستير و جميع الأندية الأفريقية تحت الصفر بنسبة للترجي,Disgust
563,مبروك الترجي رابحة,Happiness
564,الترجي الرياضي التونسي ❤️💛🖤🎉🎉🎉,Happiness
565,علاش الجزائر يماك باش تغلبنا تونس🖕🖕🖕🇩🇿🇩🇿🇩🇿🖕🖕🇩🇿♥️♥️♥️♥️♥️♓♓♓,Anger
566,انا تونسي و احنا مستحيل نعملو هكا❤❤,Happiness
567,ختك مشي تونس تغلب الجزائر,Disgust
568,تونس تغلب الجزائر عندك خيال واسع,Disgust
569,أنا من تونس يزي من كذبك 😮😅😅😊😊😮😮😮,Disgust
570,ختك كيفاش تونس تغلب الجزائر,Disgust
571,علاش تونس وليبيا و الجزائر والمغرب اخوة,Happiness
572,عندك تغظب تونس حص رك تخوف😂😂😂🎉,Happiness
573,يزي بلا عطي تونس الجعانة ماتغلبناش,Disgust
574,نتا راك مهبول صح كيفاش تونس تقلب الجزائر,Disgust
575,انا تونسية و مستحيل نعملوا هكا ❤❤,Happiness
576,أنا تونسيا و من المهدية ربي يخليكم,Neutral
577,تحيا السعودية راني نحبكم برشا من تونس,Happiness
578,تونس ديمه الكلام عندك يقول وش😂😂😂,Happiness
579,تحية من السعوديه لاهلنا واحبابنا في تونس الخصراء مرحبابيكم ايعيشكم اشنوا حوالكم خوتنا في تونس احنا باهين انتوما باهين زادا ههه قداش باهين خوتنا بتونس انتوما باهين برشا عسلامه باش نقولكم نحن من السعودية باش نحبكم برشا 🇸🇦❤️🇹🇳,Happiness
580, آخر شي بكلمة تونس كلها شين شين شين,Disgust
581,حرفياً تونس كل شي اخر حرف ش,Disgust
582,اين تونسيه كان باش نحكي مع واحد مصري,Neutral
583,أيديهم في المحليات... سلام القدس الشريف عليكم... من المحله الكبرى.. كثير التحايا لأفضل خلق الله على الكوكب أهلنا بغزه الباسله غزه هاشم الاباء والصمود والتحدي العربى... ولو أن العرروبه اصبحت متصهينه,Happiness
584,انا من الجزائر نحبك بزاف نهدرو كيفكم,Happiness
585,والله مانحكيووش هكا في تونس,Disgust
586,اذا كان انا مصري وبفهم لغه تونس.,Happiness
587,😂😂 يضحك برشا برشا,Happiness
588,أنا تونس ❤ كيفك😊,Happiness
589,علاه تونسيين يقولو اقعد واقف😅,Happiness
590,انا تونسيه ونحب برشا وساعات احب 🎀🎀❤️❤️🎀🎀❤️❤️🇵🇸🇵🇸❤️❤️🎀🎀🇵🇸🇵🇸❤️❤️🎀🎀,Sadness
591,لصاحبه القصه : الله يوفقك وعيشي حياتك انا فكرت انه رح تتزوجي راشد😂 المهم الله يسعدك فحياتك ويحفظلك سما ❤,Happiness
592,اناحتكلم بي الجزائر وشراكم لباس بيكم ههه😊😊😂😂❤🎉,Happiness
593,يعني انا من تونس وسبحان الله بفهم مصري وكل اللغه العربيه ما شاء الله,Neutral
594,تونس بلادي عندنا كلام غريب❤🇹🇳,Happiness
595,فهمت المصري التونسي ما فهمت شي,Happiness
596,جيش السلخ #كيفكم ساڨا#,Happiness
597,ممكن حد تونسي عندي سؤال مهم,Sadness
598,انا من تونس و نحب لهجتنا برشا,Happiness
599,أنا تونسية والله الأمر بضحكني برشا 😂,Happiness
600,تونس حتى انتم عندكم الشرموله 💜💜💜🇱🇾🇱🇾,Neutral
601,😢 مافهمت شي بس فيه شي غريب تونس اول مره اسمع تردي زايد هزي 😢,Happiness
602,دمك خفيف اوى ما شاء الله,Happiness
603,جزاءر لي تتقول اقعد واقف مشي تونس,Happiness
604,انا تونسي اسمي روان انا انحبك برشا برشا تحية الى مصر ام الدنيا🥰,Happiness
"605,قعود مشي / قاعدين عم نمشي بالسوري 😂 tamam كلمه تركيه يعني حسنا ب سوريا ؛ كيفك؟ تمام تعال . تمام اوك ؟ تمام طيب ؟ اممم تمام 😋 و كلمه طيب طيب يعني ؛ لذيذ . حسنا . كويس . لطيف . 😍💔,Neutral"
606,ههه ما شاء الله عليها المصريه تظحك,Happiness
607,أنا بعرف عبارتين بالتونسي... حتى فما شي = حتى ولا شي ع اللخر = على الآخر,Happiness
608,اقسما باله تونس🇹🇳 عندها كلمات يضحك😂😂😂,Happiness
609,موش لها الدرجة من البهامة التونسية نفدلك معاكم 😂😂😂,Disgust
610,للتونسيين ايش يعني نجم احنا عندنا مشهور 😂😂,Neutral
611,ههه الله يبارك طفلة هدي عسل مقطر,Sadness
612,أقعد واقف تعنا حنا الجزائريين ماشي كلمة تونسية 🇩🇿💪🇩🇿🇵🇸,Happiness
613,هذي ماشي لغة تونس هذي لغة الجزائر 🇩🇿,Happiness
614,اول مرة نشوف بني آدم يعيش في زنقة كلها كلاب 😂😂😂 أنا من مصر و نموت علي تونس و عندي برشا عباد من برشا ولايات في تونس. نحبوكم برشا 😂😂😂,Happiness
615,إخوتنا الى فى تونس إش معنا بسطرمه عندكم 😅,Happiness
616,أقعد واقف دزايرية مشي تونسي 🇩🇿❤🇹🇳,Happiness
617,يعني إيه بسطرما بالتونسي فين الشتيمة في كده,Happiness
618,ما فهمت ولا شي من التونسية,Happiness
619,😂😂😂 ما شاء الله على ابداع,Disgust
620,مسخرة يا عيشة يعيشك العب يا سمك,Disgust
621,ههه فديو عواوته100 مرة ومكرهتش والله غير ممتلة الله يبارك 💓😍,Happiness
622,ضحكتيني و الله يبارك نفس كلامنا في المغرب,Happiness
623,حضرتك في أي مكان ما عندي توا مرحبا كيفك شو عم تساوي شي من ٩ من مرحبا كم الثانية انتي يا شو أخبارك ايه بس ما اعرف,Disgust
"624,""ما شاء الله يا بلاد المسلمين . و بتزعلوا من الغرب ، لنا الله وحسبي الله ونعم الوكيل"",Sadness"
625,برافو عليك فديواتك يقتلو بضحك,Happiness
626,لا يجوز للرجل لباس الأساور في اليدين أو العقود في الرقبة أو الأقراط في الأذنين تبعا للرسول صلى الله عليه و سلم 🤲🏻 .,Disgust
627,ما شاء الله على ولد بلادي أساطير ❤😍,Happiness
628,برافو قيس شقير وكامل الفريق👏 ضحكتونا وزهيتونا🤣 بالتوفيق إن شاء الله 🤲,Happiness
629,تمثيل ما شاء الله أخوكم من الجزائر,Happiness
"630,""هذا كوميديا و لا خلي، ملي بدا و انا نضحك، و الله ما ديتها فيكم يا توانسة ضحكوني،حتى صاحبي ماهر تونسي كي قالي عليه مامنتوش، تحفة و مبروك"",Happiness"
631,احلى سيتكوم شفتو وقتلني بالضحك هاذ العام ... مبروك من 🇩🇿,Happiness
632,أخراج واعر تمثيل محترف برافو عليكم خاوتنا توانسة تحيا كبيرة لكم وصحا رمضانكم 🇹🇳 ❤️ 🇩🇿,Happiness
633,من غير مسلسلت تونس في رمضان مدرنا والو,Happiness
634,أحلى تحية لأحلى توانسة خدمة شابة بزاف الله يبارك خوكم من الجزائر,Happiness
635,مبروك المبدع كريم الغربي مرة أخرى النجاح لهذا السيتكوم ضحكتني برشة,Happiness
636,مسلسل تونسي موش للتوانسة. ما ضحك حتى تونسي,Happiness
637,أنا كيفك,Neutral
638,بلطي الله يبارك,Happiness
639,ضحكت من قلبي ربي يخليكم,Happiness
"640,""يا حسرة على تونس و على برامجها و مسلسلاتها ، توا كان لمسوطة و قلة الاحترام."",Sadness"
641,ياخي موش طلعوه فيلم وتونس لكل تفرجت فيه,Happiness
642,بحكم جداتي تونسية نتفرج في التوانسة اما التونسة لي يتكلمو من ⭕ على الجزايريين نقلهم اتربو رانا كيفكيف تونسي و لا جزايري ماكانش فرق كبير في البهامة و قلة التربية . الكره زرعتو فرانسا القحبة في قلوبكم و مزالكم تبعو فيه,Happiness
643,مت من الضحك مبروك المسلسل جميل جدا متشوقة اشوف باقي الحلقات😂😂❤🇹🇳,Happiness
644,رمضانكم مبروك,Neutral
645,أنا زادا نحب يولي عندي قوة خارقة متاع سوبر مان البطل الخارق التونسي نحب نولي كيفو يعيشكم حققولي هالأمنية كهدية للعيد ميلادي اسمي مريم البليدي تونسية وعلوية 😢😢😊😊😊❤❤❤🦸🏻‍♀️🦸🏻‍♀️🦸🏻‍♀️😭😭😭🥹🥹🥹🥰🥰🥰🇹🇳🇹🇳🇹🇳🇹🇳,Happiness
646,توانسا فالتمثيل هاربين الله يبارك ❤❤❤,Happiness
647,توا انتم التونسه عرفينكم ديوثين بصح علاه زيدو تثظبتونا هذا,Anger
648,احب تونس برشا 🇹🇳🇸🇦❤❤,Happiness
649,ما شاء الله تبارك الله اول مره اشاهد دراما تونسية والله ابداع في كل شي.. سيناريو.. تمثيل.. تصوير.. مونتاج.. تحياتي لكم من دولة السودان الجريحة 💔 🇹🇳❤🇸🇩,Happiness
"650,""كان كاش ماصرى لتونس متقولوش، كنا نتفرجو معاكم"",Neutral"
651,بدني قشعر اللطف كان الحلم يولي حقيقة 🎉🎉🎉 علاش لا كان انخرجوا السوبر تونسي الي فينا ونفيقوا مالحلم 😁😁😁,Happiness
652,بحب اللهجة التونسية برشا انا سوداني,Happiness
653,ههه رمضان بلا مسلسلات تونسية ماهوش رمضان 🇩🇿,Happiness
654,برافو عليكم توانسة عندهم ما يقولوا في الكوميديا,Happiness
655,الله يبارك صراحة اخراج هوليودي و ميزانية كبيرة للسلسلة.. كل التوفيق للاخوة التوانسة و صح رمضانكم,Happiness
656,صحة شربتكم متابعكم كل سنة من ليبيا طرابلس تحيه للشعب تونسي والجزائري والمغربي🇹🇳🇱🇾🇲🇦🇩🇿 وكل سنة رمضانكم مبروك رمضان 2024/3🎉,Happiness
657,هذي تونس اللي كيفاش يحب يراها كل تونسي 😂❤❤❤,Happiness
658,تونس اذا صرالتلها حاجة اعرفو السبة هاذ المسلسل 😂😂😂🇩🇿🇹🇳,Happiness
659,جو كان تونس تولي هكا😍😍,Happiness
660,جو كان تونس تولي هكا😍😍,Happiness
661,ههه ههه زعمة تونس تولي هكا😅,Happiness
662,ههه مش نرمال برافو عليكم تشكيلة تقتل 😅😂😂😂,Happiness
663,تونس رانا جيران فكونا من تمسخير والله كون يقيسكم صاروخ افريقيا الكل تروح علاه علاه هك,Sadness
664,يا تونس علاه علاه هك 😭 😂😂😂 بصح الحق يقال الحلقة روعة ❤,Happiness
