id,content,label,cleaned_length
1454,أعاني خوف منذ مدة فشل,fear,21
1457,أعاني اكتئاب منذ مدة أمل,sadness,24
1459,علاقة رعب أصبح وحدة,fear,19
1461,يوم قلق دائم هو فشل,anxiety,19
1462,أشعر قلق يوم مجهول,anxiety,18
1463,استطاع هلعة سبب فشل,anxiety,19
1466,تمنى لو غيظ أمكن معاملة,anger,23
1467,وقت صعب حزن عميق أشعر وحدي,sadness,26
1468,أعاني هلعة منذ مدة مستقبل,anxiety,25
1470,أشعر خوف يوم وحدة,fear,17
1473,علاقة سخط أصبح معاملة,anger,21
1474,أشعر وحدة يوم ظلام,sadness,18
1475,حاول غضب شديد ككن معاملة,anger,24
1476,اكتئاب أصبح سيطر حية دون أحد,sadness,28
1477,أشعر قلق دائم يوم مستقبل,anxiety,24
1480,استطاع اكتئاب سبب ظلام,sadness,22
1481,أشعر يأس يوم وحدي,sadness,17
1482,تمنى لو غيظ أمكن وضع,anger,20
1488,يوم غيظ أنا إنسان,anger,17
1490,يأس أصبح سيطر حية دون أحد,sadness,25
1491,يأس أثر وحدي,sadness,12
1492,علاقة رعب أصبح موت,fear,18
1494,حاول رهاب ككن مرض,fear,17
1499,علاقة حزن أصبح دون أحد,sadness,22
1500,قلق دائم أثر فشل,anxiety,16
1501,استياء أثر إنسان,anger,16
1503,وقت صعب غضب شديد أشعر معاملة,anger,28
1506,حاول غيظ ككن حياة,anger,17
1508,رعب أثر إنسان,anxiety,13
1509,علاقة خوف شديد أصبح موت,fear,23
1511,أعاني خوف شديد منذ مدة مجهول,fear,28
1513,وقت صعب خوف أشعر مرض,fear,20
1515,حاول سخط ككن ظلم,anger,16
1516,علاقة رهاب أصبح مرض,fear,19
1517,علاقة غيظ أصبح وضع,anger,18
1520,وقت صعب سخط أشعر ظلم,anger,20
1521,هلعة أثر مستقبل,anxiety,15
1522,علاقة استياء أصبح وضع,anger,21
1523,حزن أثر دون أحد,sadness,15
1524,وحدة أصبح سيطر حية دون أحد,sadness,26
1525,علاقة اكتئاب أصبح دون أحد,sadness,25
1528,تمنى لو فزع أمكن وحدة,fear,21
1531,وقت صعب قلق دائم أشعر إنسان,anxiety,27
1532,أعاني هلعة منذ مدة إنسان,anxiety,24
1533,وقت صعب استياء أشعر ظلم,anger,23
1534,علاقة هلعة أصبح مستقبل,anxiety,22
1538,الغيظ أثر إنسان,anger,15
1539,تمنى لو غضب أمكن حياة,anger,21
1541,أشعر اكتئاب يوم أمل,sadness,19
1543,وقت صعب سخط أشعر إنسان,anger,22
1544,رعب أصبح سيطر حية وحدة,fear,22
1545,الغيظ أصبح سيطر حية وضع,anger,23
1547,استطاع خوف شديد سبب وحدة,fear,24
1548,علاقة استياء أصبح ظلم,anger,21
1558,تمنى لو خوف أمكن وحدة,fear,21
1560,يوم حزن عميق أنا وحدي,sadness,21
1561,استطاع رهاب سبب مجهول,fear,21
1563,استياء أثر وضع,anger,14
1564,حاول حزن ككن ظلام,sadness,17
1569,علاقة قلق دائم أصبح تحدي,anxiety,24
1570,حاول استياء ككن إنسان,anger,21
1572,عانى استياء منذ مدة ظلم,anger,23
1573,أعاني قلق منذ مدة إنسان,anxiety,23
1574,استياء أثر حياة,anger,15
1582,تمنى لو قلق دائم أمكن تحدي,anxiety,26
1583,أشعر رهاب يوم مرض,fear,17
1584,استطاع رعب سبب مجهول,fear,20
1587,وحدة أصبح سيطر حية ظلام,sadness,23
1588,رعب أثر فشل,anxiety,11
1590,هلعة أصبح سيطر حية تحدي,anxiety,23
1591,أعاني رعب منذ مدة فشل,fear,21
1592,يوم فزع هو وحدة,fear,15
1596,يوم حزن عميق أنا ضائع,sadness,21
1597,استطاع وحدة سبب أمل,sadness,19
1599,علاقة رهاب أصبح وحدة,fear,20
1600,علاقة يأس أصبح أمل,sadness,18
1603,علاقة حزن عميق أصبح دون أحد,sadness,27
1605,تمنى لو وحدة أمكن وحدي,sadness,22
1607,حاول حزن ككن دون أحد,sadness,20
1609,أعاني هلعة منذ مدة تحدي,anxiety,23
1612,استطاع غضب شديد سبب معاملة,anger,26
1613,علاقة فزع أصبح مرض,fear,18
1614,يوم هلعة هو مجهول,anxiety,17
1615,وقت صعب سخط أشعر وضع,anger,20
1621,علاقة خوف أصبح مستقبل,anxiety,21
1625,حاول هلعة ككن مستقبل,anxiety,20
1626,استطاع حزن عميق سبب وحدي,sadness,24
1627,وقت صعب خوف أشعر فشل,fear,20
1629,يوم حزن عميق أنا ظلام,sadness,21
1630,استطاع رعب سبب موت,fear,18
1635,أشعر رعب يوم مستقبل,anxiety,19
1638,أشعر قلق يوم فشل,anxiety,16
1639,وقت صعب غيظ أشعر وضع,anger,20
1640,وقت صعب رهاب أشعر وحدة,fear,22
1643,يوم خوف هو فشل,fear,14
1645,تمنى لو هلعة أمكن إنسان,anxiety,23
1646,تمنى لو يأس أمكن وحدي,sadness,21
1649,استطاع استياء سبب وضع,anger,21
1656,أشعر رعب يوم مرض,fear,16
1657,يوم خوف شديد هو مجهول,fear,21
1658,يوم فزع هو موت,fear,14
1660,غضب أصبح سيطر حية وضع,anger,21
1661,يوم غضب شديد هو معاملة,anger,22
1662,علاقة يأس أصبح ضائع,sadness,19
1663,حزن أصبح سيطر حية ضائع,sadness,22
1666,علاقة غضب أصبح إنسان,anger,20
1668,وقت صعب وحدة أشعر وحدي,sadness,22
1670,حاول رهاب ككن فشل,fear,17
1672,أشعر يأس يوم أمل,sadness,16
1673,يوم هلعة هو فشل,anxiety,15
1675,وقت صعب استياء أشعر إنسان,anger,25
1677,يوم استياء هو وضع,anger,17
1678,استطاع غيظ سبب إنسان,anger,20
1680,أعاني فزع منذ مدة مجهول,fear,23
1681,غضب أصبح سيطر حية حياة,anger,22
1686,حزن عميق أصبح سيطر حية ظلام,sadness,27
1687,أشعر قلق دائم يوم فشل,anxiety,21
1690,يوم قلق دائم هو مجهول,anxiety,21
1691,اكتئاب أثر أمل,sadness,14
1692,قلق أصبح سيطر حية إنسان,anxiety,23
1694,غضب شديد أصبح سيطر حية ظلم,anger,26
1698,غضب أصبح سيطر حية إنسان,anger,23
1701,يوم خوف شديد هو فشل,fear,19
1703,علاقة فزع أصبح وحدة,fear,19
1705,خوف شديد أثر موت,fear,16
1708,رعب أصبح سيطر حية تحدي,anxiety,22
1709,وقت صعب يأس أشعر وحدي,sadness,21
1713,علاقة فزع أصبح مجهول,fear,20
1714,وقت صعب غضب شديد أشعر وضع,anger,25
1716,وقت صعب خوف أشعر مجهول,anxiety,22
1720,استطاع حزن سبب ضائع,sadness,19
1721,أشعر خوف يوم مرض,fear,16
1724,علاقة استياء أصبح معاملة,anger,24
1725,استطاع اكتئاب سبب أمل,sadness,21
1726,الغيظ أصبح سيطر حية معاملة,anger,26
1727,وقت صعب قلق دائم أشعر فشل,anxiety,25
1728,استطاع قلق سبب مجهول,anxiety,20
1729,حاول غضب شديد ككن وضع,anger,21
1731,وقت صعب قلق دائم أشعر مستقبل,anxiety,28
1733,علاقة هلعة أصبح تحدي,anxiety,20
1734,استطاع سخط سبب معاملة,anger,21
1738,أشعر حزن يوم دون أحد,sadness,20
1743,حاول رعب ككن مجهول,anxiety,18
1744,استطاع خوف شديد سبب مرض,fear,23
1745,وقت صعب فزع أشعر موت,fear,20
1749,سخط أثر ظلم,anger,11
1750,أعاني فزع منذ مدة فشل,fear,21
1751,أعاني خوف منذ مدة موت,fear,21
1754,خوف أثر موت,fear,11
1766,أعاني اكتئاب منذ مدة وحدي,sadness,25
1768,الغيظ أثر وضع,anger,13
1773,تمنى لو رعب أمكن تحدي,anxiety,21
1775,يوم اكتئاب هو ضائع,sadness,18
1780,تمنى لو قلق أمكن مجهول,anxiety,22
1782,يوم غضب هو ظلم,anger,14
1784,أشعر خوف يوم فشل,anxiety,16
1787,يوم حزن أنا أمل,sadness,15
1790,وقت صعب رعب أشعر فشل,fear,20
1793,حاول وحدة ككن ضائع,sadness,18
1797,أشعر استياء يوم إنسان,anger,21
1801,وقت صعب اكتئاب أشعر ضائع,sadness,24
1802,أشعر وحدة يوم وحدي,sadness,18
1803,يوم حزن هو ضائع,sadness,15
1805,حاول رعب ككن إنسان,anxiety,18
1807,يوم اكتئاب هو ظلام,sadness,18
1808,حاول قلق ككن مستقبل,anxiety,19
1809,تمنى لو استياء أمكن ظلم,anger,23
1814,يوم يأس هو ضائع,sadness,15
1815,وقت صعب غيظ أشعر ظلم,anger,20
1816,أعاني وحدة منذ مدة أمل,sadness,22
1819,علاقة غضب شديد أصبح ظلم,anger,23
1820,تمنى لو يأس أمكن أمل,sadness,20
1826,حاول هلعة ككن مجهول,anxiety,19
1829,أعاني قلق دائم منذ مدة مستقبل,anxiety,29
1830,علاقة غيظ أصبح إنسان,anger,20
1835,عانى استياء منذ مدة معاملة,anger,26
1844,خوف شديد أصبح سيطر حية مجهول,fear,28
1845,وحدة أثر دون أحد,sadness,16
1846,حاول وحدة ككن دون أحد,sadness,21
1847,وقت صعب غضب أشعر معاملة,anger,23
1848,تمنى لو استياء أمكن معاملة,anger,26
1850,وقت صعب سخط أشعر معاملة,anger,23
1852,أعاني غضب منذ مدة معاملة,anger,24
1856,تمنى لو رهاب أمكن وحدة,fear,22
1858,استطاع رهاب سبب فشل,fear,19
1859,أشعر خوف شديد يوم موت,fear,21
1861,حاول غيظ ككن ظلم,anger,16
1863,اكتئاب أثر وحدي,sadness,15
1868,أعاني حزن منذ مدة وحدي,sadness,22
1870,يوم غضب هو حياة,anger,15
1871,قلق أصبح سيطر حية تحدي,anxiety,22
1875,أشعر فزع يوم موت,fear,16
1877,استطاع رهاب سبب وحدة,fear,20
1880,اكتئاب أثر دون أحد,sadness,18
1888,علاقة قلق دائم أصبح إنسان,anxiety,25
1889,يوم خوف أنا وحدة,fear,16
1890,خوف أثر مرض,fear,11
1896,استطاع قلق سبب إنسان,anxiety,20
1897,يوم خوف أنا مجهول,anxiety,17
1901,أعاني رهاب منذ مدة وحدة,fear,23
1902,أعاني رعب منذ مدة موت,fear,21
1911,أعاني قلق دائم منذ مدة تحدي,anxiety,27
1913,غضب شديد أصبح سيطر حية إنسان,anger,28
1923,تمنى لو حزن أمكن دون أحد,sadness,24
1924,تمنى لو قلق أمكن فشل,anxiety,20
1925,يوم رعب أنا إنسان,anxiety,17
1929,حاول غضب شديد ككن إنسان,anger,23
1936,استطاع اكتئاب سبب ضائع,sadness,22
1939,تمنى لو رهاب أمكن موت,fear,21
1940,وقت صعب رعب أشعر مرض,fear,20
1947,حزن عميق أصبح سيطر حية دون أحد,sadness,30
1950,يوم غيظ أنا وضع,anger,15
1968,تمنى لو حزن عميق أمكن ظلام,sadness,26
1969,علاقة حزن عميق أصبح وحدي,sadness,24
1970,أعاني حزن منذ مدة دون أحد,sadness,25
1972,استطاع استياء سبب ظلم,anger,21
1978,حاول قلق دائم ككن إنسان,anxiety,23
1979,استطاع خوف سبب مجهول,anxiety,20
1980,أشعر خوف يوم مستقبل,anxiety,19
1982,استطاع خوف شديد سبب موت,fear,23
1984,تمنى لو هلعة أمكن فشل,anxiety,21
1989,خوف أثر تحدي,anxiety,12
1998,أعاني غضب منذ مدة حياة,anger,22
1999,أشعر الغيظ يوم حياة,anger,19
1,الله بارك إنشاء الله مبروك,happiness,26
2,برافو على دياة هو قتل بضحك,happiness,26
3,عيشك امان حلقة على بسكلات,happiness,25
5,احلى عائلة شاء الله,happiness,19
7,سلام عملتلك ابوني نجوى فرنسا مقيم حد سويسرا,neutral,43
8,شاركينا فاه رحتي ألمانيا فضلك,neutral,29
9,شاء الله ربي احفضك,happiness,18
10,شاء الله تبارك الرحمن هذيا دني مانا جنة كيف ربي رزق هو فردوس أعلى جنة دون حساب سابق عذاب,happiness,88
11,اختي معاش عمل الموسيقى باش نجم تفرج احنا عامل جو معاك غير ذنوب ربي بارك فيك,neutral,75
12,شاء الله على هو أول مرة تابع هو اكيد موش آخر مرة أداو رائع ربي حفظ هو,happiness,69
14,لقد هرم هو اجل آل عنا قريب شهر استناو هو جو عالمي شاء الله ربي حفظ هو ربي عادش بطا على هو,happiness,89
16,شاء الله ربي احفظك,happiness,18
17,شاء الله بنت بلادي ربي احفظك,happiness,28
18,اعطيكم صحة محلاكم خدمة حف توفيق أن شاءل,happiness,39
19,مبروك عليك,happiness,10
20,ربي أخلى خويا هو ماتك طالة خاتر ملاءكة لعنم أن هو اضطر تدخل طالة باشي أفاد كلمك هو,neutral,82
21,اللٰه أعطى صحة,happiness,14
22,شاء الله على يا اختي حلومة تعلم أعطى وسع بال أخلى اولادك,happiness,56
23,أحلى هو وخية ربي أيفظ هو وصحة تبحيرة حلومة أنا إسالة أكاديمية امتاع محمد ربي ين قرى فرنسي رياضيات أحب نقري لدى هو ايعيشك,happiness,120
24,صباح خير صباح خير إحلام لهم أمين يا رب شاء الله تبارك الله اللٰه بارك الله حفظ يا رب اللٰه حفظ العائل شاء الله شاء الله الله حمى هو يا رب,happiness,137
25,صحة حلومة أما بربي وين بلاصة سوسة,neutral,33
26,شاء الله زيزو ربي حفظ فرح بيه باخوات,happiness,36
27,صباح النور يا حلومة هو علاش تعملي أستدي فوق سطح شاء الله محمد زال كبر وصل الباك أن شاء الله جيوه اصحابو بدأ مستقل على روحو خير مجرد رأي رببي عينك صحة تبحبيحة لولداتي,neutral,165
28,فما حاجة وراك,neutral,13
29,لحق ياسر خوفتنى مال مانيش مروح تونس تو نبقى خالتى في فرنسا حزين مغموم,fear,69
30,مفروض اعتز أكل تونسي جاوا أحب هو,neutral,32
32,على هو سلام رحم الله بركة عواشر مبروكه,happiness,38
33,لاحول ولاقوة الابالله ألعى عظيم اللٰه رحم هو مسكن مبروك عواشرك اختي نسرين عيد سعيد,sadness,82
34,تبارك الله على اللٰه أعطى صحة,happiness,29
35,أدعى بنتي الله جازى هو خير توفيق يوم تبلغ خبر رفض أو نتيجة اختبار أو قبول ظيفة جد حززينة بكات بزااف مسكينة يوم عيد عواشر بكى معي هو هو مريض بكى نحس بلي بنت هو زهر يارب عوض هو الأحسن يا كريم فرحة هو الذي شاف تعليقي دعى معى هو الله رحم ديك رزق هو جنة عيد مبارك سعيد,sadness,263
36,عيدك مبروك متتبعة جزائر,happiness,23
37,الله بارك فيك,happiness,13
38,مبروك عيدك انعاد على صحة هناء,happiness,29
39,عيدكم مبروك تحياتي تونس,happiness,23
40,مبروك عيدكم,happiness,11
41,عواشركم مبروكة صحة سلامة طول عمر شاء الله تحياتي صانع هاد المحتوى أرض وطن بلد مهجر حمد اللٰه جو ديال عيد داز خير نسبة هاد قضية آش غادي قال يكم غير حسبي الله نعم وكيل سيد مجرد قدرش تحكم أعصاب ارتكب جريمة راسو,sadness,207
42,عيد مبروك تحية كبير جزائر,happiness,25
43,سلام على هو ختي نسرين عيدك مبروك,happiness,32
44,أنا تونسيا المهدية ربي أخليك,neutral,28
45,حي سعودية راني أحب هو برشا تونس,happiness,31
46,تونس ديم كلام عندك قال وش مسرور ضاحك مسرور ضاحك مسرور ضاحك,happiness,58
47,تحية سعودي أهل هو إحباب هو تونس خصير كرح أيعام أشن حالي هو خوة هو تونس احنا أهان انتوم أهان زاد قداش باهين خوتنا تونس انتوم أهان برشا عسل أش قال هو نحن سعودية هو أحب هو برشا,happiness,173
48,آخر شي كلمة تونس هو شين شين شين,neutral,31
49,حرفي تونس شي آخر حرف,neutral,20
50,تونس هجة هو هبل الله بارك عجب ياسر احلى حي جزائر,happiness,48
51,نشال لباس مسرور ضاحك مسرور ضاحك مسرور ضاحك افلوجة,happiness,49
52,شنو اسم مسلسل الله عاشك,neutral,23
53,قليل أدب صرف غير مقبول كاين بزاف تلميذ هو ميقدروش أستاذ ضحو أستاذ بشر حرج فكم قدروه,anger,83
54,أعمل مسلسلة باش تطلع بناة هو قحاب كيفم,anger,38
55,لهجة جميل جد توفيق,happiness,18
56,الله بارك خاوة هو تونسي,happiness,23
57,تونس هكا قرا زعمة تيل ماريكان هه,happiness,32
58,تو فما شكون اسم نوح تونس هو,happiness,27
59,قانون أحال هو النلميذ إلى مجلس تربية مش ضربة أول يومة رجوع تلنيذ إلى معهد عطلة صيف بعض أستاذ التحق درس بعد علاش تعطيل سير درس خلق جو ساد مشكلة اللٰه ناقصين أول دافع دم قلب هو أش يانجم دخل تلميذ قسم معهد شي غالي أغلب اولياء قروض شي وجع قلب اللٰه انضباط اخلقوه باس هندام طبلية لي توصل وسط مفتوح فتاة وو لمضباط اعملوه خلق قسم مراجعة باش ولد هو ميتلوحوش شارع كيف الاستاذ اغيب أو ساعة,anger,379
60,احنا كمان موريتانيا نلبس أي حاجة مهم بس أن بنت كان مغطي شعر هو لباس هو محتشم ولد ميكونش بس شورت أو شعر يتخطى وذانو,neutral,114
61,حاول قبل ابن هو متبرج رقيبة المقبور آخر ككن استطاع أن نزع صلاة دين تونسي اعتبيري أيت هو علمانية مقلد الباس غرب,anger,110
62,صل فرض وقت هو مكان هٰذا عجوز شميط تلقى هو بالا حي اللٰه شب شب إسلام شب ألام عماد الله اوفقم,anger,91
63,مديرة تلبس لباس مراهقة أراد واحد طحن طيز هو أراد شب أصلى مسرور ضاحك مسرور ضاحك,disgust,78
64,ليبيا الله بارك رحم الديك ارض الله,happiness,34
65,اللهم أرك شوية شب بنت رجالة الله بارك هو,happiness,40
66,شاء الله جيل صالح واعي يا رب هو,happiness,31
67,برافو هو يا شب بارك اللٰه فيكم,happiness,30
68,مبروك على هو عالمي,happiness,18
69,الله بارك يا لدى استاهل ملعونة,anger,30
70,حسبنا الله نعم وكيل هذي مدير متصه كافر مفروض فرح موش تعارك تعليم صوت هو استحى الله انتقم هو شاء الله على شب ربي حفظ هو ويسلمهم,anger,126
72,انضرى باس هو صيفة هو كان مفاجء عاءر عاءرة حسبنا اللٰه نعم وكيل,disgust,62
73,الاسف تونس حكم هو النسويه وين رجل تونس,anger,38
74,الله اكبر اللٰه بارك ويعزك,happiness,26
75,ين شب تونس وين رجل هو أفصل هو المدرس هاذي مره حارب اللٰه هو,anger,59
76,شاء الله زال أمة خير,happiness,20
77,أقام صلاة يوم غصب هو كي تعلم ظمن تجربة تونس بلد مسلم هو هو توفيق اشباب أكتب هو اللٰه هادا أذن,neutral,93
78,عهد رقيبة بن علي كان خل شب أصلى آن شاء الله شب أصلى ساحة الله اكبر,happiness,66
79,برافو عليكم ياشباب,happiness,18
80,اللٰه رجل الله بارك هو,happiness,22
81,عندنا صهاينة أكثر صهيوني متع اسرلءيل هاذي زم رحل هو إاسراءيل موش تونسي خامج هاذي,anger,80
82,عاش أيد هو مبروك تونس وحدة مثقف مستنقع تخلف الغباء إسلامي هنيال تونس عاش ايدج,disgust,77
83,باس هو علم هو فاجرة متكبرة أصلح لأن كان مسيرة بيت دعارة ليس مدرسة,disgust,65
84,الله بارك جميع انضم إلى بطل,happiness,27
85,شاء الله على اللٰه ثبب حق الله هدى هو رشد صواب عافى هو هالمرض اللي,neutral,66
86,برافو عليكم ارض الله مش أرض هو ماتصلح مربي جيل جلس بيت لأن ضر هو أكثر نفع هو,anger,76
87,ربنا حفظ هو يا اولادي صل صلاة هو تركى هو صلاة عماد حياة إنسان نظم قتكة نسبة صلة هو ليس عكس شاء الله على هو جزائر ربنا حفظ هو أما مديرة فيا ويل هو غضب اللٰه,anger,155
88,أولادنا شاء الله على هو ستة دي هو اللٰه حسبنا الله نعم وكيل هو,anger,62
89,شاء الله علي تمتع رجولة صغر,happiness,27
91,برافو عليكم,happiness,11
92,اهنئكم الله بارك هو أكتر هو,happiness,27
93,امرأة تونسي إنحطاط تام يوم خرج خامج جديد لباس عاري البلاطوهات تلفزيون منصة سمى نفس هو فنانة حزين مغموم حزين مغموم حزين مغموم,disgust,124
94,أعجب على هو أن منع صلاة خلع باس هو إسلامي تبرج علم الله هل أصلى السيده أم استغفر الله,disgust,85
95,إقر المكتوب عنوان باس هو اضح غير مستور كيف بان هو تقبل صلاة نكن كان نصرانية أو يهودي أو متأسلم,disgust,94
96,ماقر برافو عليك خلي غير هو هو عرف انو ماحدا بيثنينا صلاتنا,anger,58
97,الله بارك وفى لي هو,happiness,19
98,الله أكبر اللٰه بارك هو صلاة ثم صلاة ثم صلاة,happiness,44
99,جمال شاء الله تبارك الخالق آقة زهور,happiness,35
102,الذي الترجي تونسي حط,neutral,20
103,شاء الله بنات بلادي,happiness,19
104,أنا جزائر الله بارك بنت تونس,happiness,28
105,أنا تونس نشيخ علا هو هو مشكل,anger,28
106,تحيه تونس إلى جزائر شقيق احنا أحب هو برشا برشا,happiness,46
107,حزين مغموم حزين مغموم حزين مغموم الله بارك هو يا بنت يا حلوة عقبال باقي أربب كان خير,sadness,84
108,شاء الله,happiness,8
109,أنا تونسي قبل تونس إسم هو أفريقي,happiness,32
111,تونس أسم هو أفريقي,neutral,18
112,اسم هو افريقيا أحب بلد تونس,happiness,27
113,تونس اسم هو افرقيا,happiness,18
114,تونس معنى هو عندي حب ربي حفظ يا بلدي,happiness,36
115,أنا تونس أنا أحب هو برشا برشا,happiness,29
116,أنا تونس أحب هو برشا,happiness,20
117,حمد اللٰه تونس ول هو شعبي يوتيوب,happiness,32
118,أنا أحب تونس برشا,happiness,17
119,حي بلادي تونس حبك برشا متحمس سعيد,happiness,33
120,تونس إسم هو قرطاج أو أفريقيا,happiness,28
121,تونس أسمى هو لوبيا عهد قرطاج,happiness,28
122,تونس بلدي إسم هو أفريقي,happiness,23
123,عرف أنو تونس كان اسم هو قرطاج,happiness,29
124,مبروك الف مشترك,happiness,15
125,الف مبروك حلوه,happiness,14
126,نسيم عبدك مبروك,happiness,15
131,الله وفق هو سعد كان كلمتة,happiness,25
132,محلااك اللٰه عيشك مجهود,happiness,23
133,انا تونس أحسن فيديوه عالم اللٰه أعطى صحة برافو بليز جاوبزي,happiness,58
134,اللٰه بارك شخنا فيديواتك,happiness,24
135,مليون مبروك يا ناسيم,happiness,20
136,اسم شاش الحوت هكا هكا قالول صفاقس,happiness,33
137,إنشاء اللٰه توفيق,happiness,17
138,أعطى صحه ربي معاك بالك إلى انا تونسي كيفك,happiness,41
139,عيدكم مبروك,happiness,11
140,أععى نسيم ختار نفض وعدك,happiness,23
141,راح أعطى نصيحة أخوي استمر مقطعة فيديو ساعي وبالتوفيق,happiness,52
142,شاء الله صحة فرحة,happiness,17
144,خويا نسيم بش نقترح على تصور فيديو المهدية بحر هو باهي برشا نتصور تلقى أسماك,happiness,75
145,عيشك يانسيم طلعلي كومنتاري ماك قرى هو كل اللٰه إجى بحر سيدي عبد الله شابة أسل علي اللٰه أعمل فيديو بش زاد تأكد لنس إنو فماش حكاية قرش شابة,happiness,138
146,إم شي صفاقس بحر مهديت,happiness,21
147,أخاء نسيم تحياتي ليك بسس جيران هو حبى نطلب اصطاد لي هو صدفة إلى هو ؤلؤ داخل عيشك أقرأ تعليقي راني شحال هو متمنية هو,happiness,115
149,انا زدا فك انحب بحر انمشى عايلة بحر سوسة شط مريم زعم نلقى مخلوقة بحر,happiness,68
150,يا نسيم خويا شوفلنا كيفاش تلقال هو حفاة بحر حبا نشوف فيديو كامل سلحفاة بحر بر شا مكان تلقى هو هو مثل جزيرة قوريا بالمنستير,happiness,122
151,لدى أغرم بحر خاطر تفرج يدية هو ربي أخلى,happiness,39
152,عيشك يا نسيم هالفيديو مش نورمال هبل ربي فضل هو,happiness,46
153,الله بارك ربي دام هو شاءالله,happiness,28
154,الله بارك أجمل تأخذ راحة بعد اختبار صعب أو ضغط درس,happiness,50
155,شاء الله يا منى الله حفظ حبيبتي,happiness,31
156,الف مبروك حبيبتي,happiness,16
157,مبروك عمرك نفس عمري,happiness,19
158,ألف ألف مبروك,happiness,13
159,أحلى منئ جميل أميرة الشاطرة ذكي حل حفلة هو صاحبة هو راحة فك يا عمري,happiness,67
160,الف ألف مبروك مبروك,happiness,19
161,انا عندي هكا,happiness,12
162,ألف مبروك,happiness,9
163,مبروك عيد هو اختك أل مبروك مبروك عيد مبروك علي أسمح لي راهي غلط,happiness,63
164,شاء الله البنت مؤدبة الله حفظ هو لك,happiness,35
165,شاء الله كنز مو هدي هو,happiness,22
166,منى انا اسم قيس تونس,happiness,20
167,الف مبروك نشالله,happiness,16
168,شاء الله يا مدلع هو مسرور ضاحك,happiness,30
169,مبروك,happiness,5
170,الله بارك ختي,happiness,13
171,انا نفسى في هدية زي هو شاء الله,happiness,31
172,بسم الله شاء الله صلاة نبي,happiness,26
173,منى يفك ممكن أعمل هو,happiness,20
174,أي شاء الله انا بس صار عيد ميلادي يقولولي كبر جحشنا سنة,happiness,55
175,ذكي شاء الله,happiness,12
176,محتوى لي هكا علاشة تشهرر أكثر تونس,happiness,34
177,مرحبا فك اخوي انا فلسطين كيف قدر ساعد تقديم جواء كندا,happiness,53
178,إنشاء اللٰه توفيق,happiness,17
179,تونسي عندي شهادة بناء,happiness,21
180,كيفك,happiness,4
181,انا مروان صفاقس عندي شعد نخار,happiness,29
182,عيشك خويا,happiness,9
183,توفيق جميع إنشاء اللٰه,happiness,22
184,زعمة مكانش خدمة الله ذلك ماشي تساسي زلابية متاع تونس,happiness,52
185,قسمة نصيب أما نفس شيء الله غالب نفس يستام أحب خدم تونس صعيب أما عندك شك حاجة آخر,happiness,80
186,عجبني كي سافر بصح غي جزائر مسرور ضاحك اللٰه كامل كيفكيف طبن هو,happiness,62
187,تونس مزيانة باهية برشا برشا تحياتي جزائر نحب بزااف بزااف,happiness,56
188,عيدكم مبارڪ حفيد صحاب مرابط موحد قلب رجل عزة الاسلام اخواننا تونس حبيب اهلنا رجل صمود نخوة شهامة عزة اهه هو ثم رجل إسلام عرب اهلنا اخواننا التوانس نعم أي وربا كعب شهد هو رجل صمود غيرة حمية إسلام عاشك حي تونس جزائر ليب يا دمار دولة كفر عزة هو وغزة مسلم حبم قلب هو لئه أكبر لئه أكبر هو اكبر أال أللٰل لئه أكبر لئه اكبر هو حمد,happiness,323
189,شاء الله ذٰلك حي أغلى ميزانية جزائر منكوب عانى الطوابير الجوع حي المهمشة القصدرية الهشة,happiness,87
190,شاء الله ربي بارك صدق شاءالل شاء الله بش أمشى جرب هو هو أحب بلايص كيما هكا,happiness,74
191,برافو على نجاح نبع داخل هو تراث هو أي بلد شخص الله رزق رزق يارب اعجبتني محافظ هجة هو ماكائ هو اتغربت أعجبني كلام هو ثقافة هو إمتنى هو بلد الذي شكر هو رب عالم سبحانة,happiness,164
196,ليبيا وين خلية هو معلومة جغرافي ضعيف عيشك برشا برشا يوم عرفة معلومة جديد مغرب عربي,happiness,82
198,أول علم غالط علم تركيا علم تونس ثاني قال الفيديو باش عجب برشا برشا ماهوش عيشك رشابرشا الفيديو باشي عجب كسرة هو كريمة هو لغة ماتعرفش استعمل كلام تونسي ماتستملهاش حكى عادي تونس ذكين فهم حتي لو حكى هندي,happiness,199
199,علم تونس صحة شفاء الكسكسي العجة المرقاز هريسة عربي برشا برشا,happiness,60
200,آني تونس عايش رياض أضاك علاش إسمي نعيم مبروك أبنسب تونس أحسن بلد إنسان هين برش أحب بعض هو كيف خوات قدرولي تعبي شوي لايكات,happiness,121
201,معلومة غالط تونس أقدم بلد شمال أفريقيا مطبخ تونسي مستوح منتج فلاحي متميز هو تونس إيطاليا أخذ الباستا نزرت لأن هو تونس معروف إنتاج أرفع نوع طماط معروف احمرار هو ليس مثل طماط أوروبي تونس معروف أقدم أحسن نوع قمح صلب الشعير زيتون معروف تونس ارفع أقدم زيتون سمى عهد رومان مطمور روما احترام هو الجيران مطبخ تونسي درس عالم,happiness,315
202,شاء الله باس موش علم تونس علم تونسي,happiness,35
203,موش علم تونس مسرور ضاحك علمنا,happiness,29
204,نفع ماينفع مهم هو إنسان متعلم قمة علم خلق ماهمش فك فجعات بطنك,happiness,61
205,هو تونسي نقلك عندك حق,happiness,21
